#OTU ID	PDD2.MID47-47.P2.apr13_ncdenovo	S1DD2.MID103-103.P2.nov13_ncdenovo	S1DD2.MID110-110.P4.jan14_ncdenovo	S1DD2.MID109-109.P2.jan14_ncdenovo	S1DD2.MID97-97.P2.dec13_ncdenovo	S1DD2.MID103-103.P2.nov13_otuclust	S1DD2.MID109-109.P2.jan14_otuclust	S1DD2.MID97-97.P2.dec13_otuclust	S1DD2.MID110-110.P4.jan14_otuclust	PDD2.MID47-47.P2.apr13_otuclust	S1DD2.MID110-110.P4.jan14_ncref	S1DD2.MID103-103.P2.nov13_ncref	S1DD2.MID97-97.P2.dec13_ncref	PDD2.MID47-47.P2.apr13_ncref	S1DD2.MID109-109.P2.jan14_ncref	S1DD2.MID109-109.P2.jan14	S1DD2.MID110-110.P4.jan14	PDD2.MID47-47.P2.apr13	S1DD2.MID97-97.P2.dec13	S1DD2.MID103-103.P2.nov13
M00595:42:000000000-A5J1T:1:2107:9112:9995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
M01896:15:000000000-A7EN9:1:1112:26366:18025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
M01896:15:000000000-A7EN9:1:1112:22207:19513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
M01896:2:000000000-A69JN:1:1117:11235:23244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
M01896:2:000000000-A69JN:1:2117:28934:17356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:15:000000000-A7EN9:1:1113:20293:15526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
M00595:42:000000000-A5J1T:1:2114:11248:3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2
M01896:2:000000000-A69JN:1:2112:11621:24025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	2
M01896:15:000000000-A7EN9:1:1111:14052:13270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	1
M01896:15:000000000-A7EN9:1:1115:9357:7450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:2:000000000-A69JN:1:1103:21371:20139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3
M01896:15:000000000-A7EN9:1:1116:17243:3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2112:3864:14147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	4
M00595:42:000000000-A5J1T:1:1106:17472:17872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1
M01896:2:000000000-A69JN:1:2115:12141:5690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M00595:42:000000000-A5J1T:1:2103:13677:17291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0
M01896:2:000000000-A69JN:1:2117:26789:10845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
M00595:42:000000000-A5J1T:1:1104:8678:16682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	3
M00595:42:000000000-A5J1T:1:2117:15677:1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0
M01896:2:000000000-A69JN:1:1104:28458:18286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	11	0	1
M01896:14:000000000-A7ERE:1:1106:21842:21190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	3
M00595:54:000000000-A7CT0:1:2109:17058:9280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0
M00595:42:000000000-A5J1T:1:1116:21308:5156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:15:000000000-A7EN9:1:2110:4078:19126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M00595:42:000000000-A5J1T:1:1104:13450:22715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
M01896:15:000000000-A7EN9:1:2116:18475:20813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
M00595:42:000000000-A5J1T:1:2105:16195:6053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	1
M00595:42:000000000-A5J1T:1:2115:9186:12451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
M01896:2:000000000-A69JN:1:1106:14392:5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2
M01896:14:000000000-A7ERE:1:1102:6268:3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:2109:11948:13219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	2
M01896:14:000000000-A7ERE:1:1104:28326:9929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:14:000000000-A7ERE:1:1105:26767:11634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1107:17435:2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1
M01896:2:000000000-A69JN:1:2105:12306:5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2
M01896:14:000000000-A7ERE:1:1116:23095:2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2
M00595:42:000000000-A5J1T:1:1101:18506:11958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1
M01896:14:000000000-A7ERE:1:1107:10023:24574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1
M01896:2:000000000-A69JN:1:2106:5189:11509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	6
M00595:42:000000000-A5J1T:1:1118:9939:4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2104:25831:11284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2117:5164:10490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2105:14121:22042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
M00595:42:000000000-A5J1T:1:2110:12805:14589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
M01896:14:000000000-A7ERE:1:1115:7452:23005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1116:5972:16412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1
M01896:14:000000000-A7ERE:1:1117:24378:6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:2:000000000-A69JN:1:1102:3964:20526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3
M00595:42:000000000-A5J1T:1:2106:22796:19085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	1	1
M00595:42:000000000-A5J1T:1:2107:17412:6606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M01896:15:000000000-A7EN9:1:1105:18051:20257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1
M01896:15:000000000-A7EN9:1:1111:23963:17404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
M01896:15:000000000-A7EN9:1:2110:19417:6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
M00595:42:000000000-A5J1T:1:2110:15141:8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
M00595:42:000000000-A5J1T:1:1117:12484:21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:1111:20576:11831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2
M00595:42:000000000-A5J1T:1:2110:15482:12777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1
M00595:42:000000000-A5J1T:1:1107:18484:2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M01896:14:000000000-A7ERE:1:2108:7387:2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2103:18002:24144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
M01896:14:000000000-A7ERE:1:2103:12984:10620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2
M00595:54:000000000-A7CT0:1:1101:14346:3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
M00595:42:000000000-A5J1T:1:1104:16942:10133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M01896:15:000000000-A7EN9:1:2115:10549:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1
M00595:54:000000000-A7CT0:1:1101:10843:5962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
M00595:54:000000000-A7CT0:1:1115:15304:13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1
M00595:42:000000000-A5J1T:1:2112:25173:5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
M00595:42:000000000-A5J1T:1:2109:8154:8297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:2:000000000-A69JN:1:2114:20237:4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1
M01896:2:000000000-A69JN:1:2103:17489:16901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2
M00595:42:000000000-A5J1T:1:1102:26611:17089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0
M01896:14:000000000-A7ERE:1:2118:23227:19997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1101:8522:11723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
M00595:42:000000000-A5J1T:1:1113:25719:14348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:15:000000000-A7EN9:1:1103:17368:4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1103:13409:11120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1110:21328:19519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
M01896:2:000000000-A69JN:1:2101:15683:19386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	7
M01896:15:000000000-A7EN9:1:1104:4285:11908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
M00595:54:000000000-A7CT0:1:1105:17482:21742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2
M00595:42:000000000-A5J1T:1:1103:20293:8755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	2	1
M01896:2:000000000-A69JN:1:1118:21750:17367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2
M00595:42:000000000-A5J1T:1:2104:13276:2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M00595:42:000000000-A5J1T:1:2114:4780:12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	1
M01896:15:000000000-A7EN9:1:1107:11752:2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1118:9946:24410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M01896:15:000000000-A7EN9:1:1108:23667:13552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1115:16203:15695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2
M01896:15:000000000-A7EN9:1:1112:25379:6572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1112:23201:16549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M00595:42:000000000-A5J1T:1:2114:4136:15691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	3
M01896:15:000000000-A7EN9:1:1115:17111:2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1116:4783:11234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:2103:6510:16773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
M01896:15:000000000-A7EN9:1:2102:6931:4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:2:000000000-A69JN:1:2110:5759:19679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3
M01896:15:000000000-A7EN9:1:2104:9508:8624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1113:11967:12785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M01896:15:000000000-A7EN9:1:2107:16776:4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	1
M00595:42:000000000-A5J1T:1:1119:6825:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
M01896:15:000000000-A7EN9:1:2107:12007:11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:2108:6786:16487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2109:17737:7540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M00595:42:000000000-A5J1T:1:2113:20509:19059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	2
M01896:2:000000000-A69JN:1:2106:25190:4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
M01896:15:000000000-A7EN9:1:2111:17217:10732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M00595:42:000000000-A5J1T:1:1111:8210:3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
M01896:14:000000000-A7ERE:1:1102:6371:2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00595:42:000000000-A5J1T:1:1107:20557:10168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2
M01896:14:000000000-A7ERE:1:1102:16549:2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
M01896:2:000000000-A69JN:1:1101:8601:18650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4
M00595:42:000000000-A5J1T:1:1105:15289:14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:2:000000000-A69JN:1:1119:6437:16772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	2
M00595:42:000000000-A5J1T:1:1119:20013:20603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2
M00595:54:000000000-A7CT0:1:2109:9483:16736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
M00595:42:000000000-A5J1T:1:2102:10339:4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	2
M00595:54:000000000-A7CT0:1:1107:23813:11031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	1	3
M00595:42:000000000-A5J1T:1:2112:15801:23963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01896:2:000000000-A69JN:1:2107:18251:19832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M01896:14:000000000-A7ERE:1:1110:18846:17855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1113:24427:22165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:1101:17959:15391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0
M00595:54:000000000-A7CT0:1:2114:8030:7912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
M01896:14:000000000-A7ERE:1:1116:14496:20233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1112:22727:18441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:1103:26032:21721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	1
M01896:2:000000000-A69JN:1:2114:6454:19140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M01896:14:000000000-A7ERE:1:2104:25953:13179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:2117:18679:9491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2
M00595:54:000000000-A7CT0:1:2109:22876:12687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0
M00595:42:000000000-A5J1T:1:1118:15095:7916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
M01896:14:000000000-A7ERE:1:2115:11757:12967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2
M00595:54:000000000-A7CT0:1:2103:7594:15462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0
M01896:2:000000000-A69JN:1:2113:7793:13249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3
M01896:2:000000000-A69JN:1:2114:24247:6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
M01896:15:000000000-A7EN9:1:1102:12671:11952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
M00595:42:000000000-A5J1T:1:1111:9372:9597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
M01896:2:000000000-A69JN:1:2111:26193:19383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:15:000000000-A7EN9:1:1105:3466:12721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:1109:7177:13272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2105:13721:14176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
M01896:15:000000000-A7EN9:1:1109:17433:15641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2103:25060:14714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
M00595:42:000000000-A5J1T:1:2112:21480:19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1
M01896:2:000000000-A69JN:1:2109:15588:7319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1
M01896:15:000000000-A7EN9:1:1115:22119:16843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M00595:54:000000000-A7CT0:1:1105:25782:18741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	1
M00595:42:000000000-A5J1T:1:1104:18922:11193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:2102:10579:5298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2104:14126:11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0
M00595:42:000000000-A5J1T:1:2109:17853:18239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1101:15102:17998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:2104:9728:20657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2
M00595:42:000000000-A5J1T:1:2115:26240:15449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M00595:42:000000000-A5J1T:1:1117:5210:16144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M00595:42:000000000-A5J1T:1:1102:11033:16413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1103:14345:24281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2
M00595:54:000000000-A7CT0:1:2111:12492:13991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
M01896:2:000000000-A69JN:1:1102:13532:23091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M00595:42:000000000-A5J1T:1:1104:23015:12724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1110:26095:18170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:1104:17566:13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
M00595:42:000000000-A5J1T:1:1104:4118:15817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
M00595:42:000000000-A5J1T:1:2109:20779:17871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1116:21664:8031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M01896:2:000000000-A69JN:1:2116:18810:6984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:1105:16086:18815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2104:19825:6455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M00595:42:000000000-A5J1T:1:2110:7839:15626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1110:5376:15868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
M00595:42:000000000-A5J1T:1:2113:12950:12262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2
M00595:42:000000000-A5J1T:1:1107:12422:13106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:1107:5535:17966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1107:12553:20357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2105:10905:5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2
M00595:42:000000000-A5J1T:1:1111:18461:17301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M01896:2:000000000-A69JN:1:2101:10750:15253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
M00595:42:000000000-A5J1T:1:2103:8221:16189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1
M01896:2:000000000-A69JN:1:1103:8400:18099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
M00595:42:000000000-A5J1T:1:2117:14471:6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2
M00595:42:000000000-A5J1T:1:1110:19401:19385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:25137:13065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
M01896:2:000000000-A69JN:1:1103:9384:19139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
M00595:42:000000000-A5J1T:1:1112:26733:10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M01896:2:000000000-A69JN:1:2116:25294:15092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:1112:13534:19858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
M00595:42:000000000-A5J1T:1:1113:19603:6422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M00595:42:000000000-A5J1T:1:1113:9016:15546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
M00595:42:000000000-A5J1T:1:1105:8293:23323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00595:42:000000000-A5J1T:1:1113:23184:16493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1113:9153:19615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2112:9091:6057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1113:7816:15722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
M01896:2:000000000-A69JN:1:2114:22056:3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:1118:15444:13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
M00595:42:000000000-A5J1T:1:2104:8628:6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M00595:42:000000000-A5J1T:1:1114:13623:21084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1116:16575:19866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M00595:42:000000000-A5J1T:1:1116:15384:13640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
M00595:42:000000000-A5J1T:1:1118:12710:9270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
M00595:42:000000000-A5J1T:1:1119:15226:13258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00595:42:000000000-A5J1T:1:1112:12166:5314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
